video_id,split,class_id,signer_id,EN,TR,frames
signer7_sample1192_color,train,193,7,telephone,telefon,48
signer7_sample1193_color,train,50,7,topple,devirmek,61
signer7_sample1194_color,train,135,7,tap,musluk,48
signer7_sample1195_color,train,78,7,laugh,gulmek,51
signer7_sample1196_color,train,5,7,tree,agac,58
signer7_sample1197_color,train,35,7,work,calismak,62
signer7_sample1198_color,train,116,7,female,kiz,56
signer7_sample1199_color,train,158,7,monday,pazartesi,49
signer7_sample1200_color,train,80,7,right,hakli,44
signer7_sample1201_color,train,199,7,orange,turuncu,55
signer7_sample1202_color,train,198,7,turkey,turkiye,57
signer7_sample1203_color,train,4,7,brother,agabey,73
signer7_sample1204_color,train,29,7,wait,beklemek,63
signer7_sample1205_color,train,15,7,friend,arkadas,50
signer7_sample1206_color,train,161,7,picnic,piknik,62
signer7_sample1207_color,train,154,7,money,para,51
signer7_sample1208_color,train,13,7,key,anahtar,58
signer7_sample1209_color,train,110,7,if_only,keske,67
signer7_sample1210_color,train,17,7,shoe,ayakkabi,51
signer7_sample1211_color,train,23,7,honey,bal,63
signer7_sample1212_color,train,220,7,absent,yok,50
signer7_sample1213_color,train,84,7,fault,hata,59
signer7_sample1214_color,train,139,7,grandmother,nine,56
signer7_sample1215_color,train,183,7,say,soylemek,60
signer7_sample1216_color,train,137,7,why,neden,51
signer7_sample1217_color,train,149,7,forest,orman,67
signer7_sample1218_color,train,190,7,sweet,tatli,62
signer7_sample1219_color,train,184,7,promise,soz,55
signer7_sample1220_color,train,100,7,good,iyi,47
signer7_sample1221_color,train,47,7,minute,dakika,55
signer7_sample1222_color,train,1,7,hurry,acele,42
signer7_sample1223_color,train,137,7,why,neden,43
signer7_sample1224_color,train,218,7,cook,yemek_pisirmek,71
signer7_sample1225_color,train,38,7,tea,cay,59
signer7_sample1226_color,train,161,7,picnic,piknik,58
signer7_sample1227_color,train,134,7,manager,mudur,60
signer7_sample1228_color,train,151,7,apologize,ozur_dilemek,56
signer7_sample1229_color,train,6,7,heavy,agir,68
signer7_sample1230_color,train,206,7,near,yakin,43
signer7_sample1231_color,train,181,7,border,sinir,57
signer7_sample1232_color,train,193,7,telephone,telefon,56
signer7_sample1233_color,train,46,7,wallet,cuzdan,57
signer7_sample1234_color,train,56,7,enemy,dusman,65
signer7_sample1235_color,train,95,7,needle,igne,64
signer7_sample1236_color,train,78,7,laugh,gulmek,54
signer7_sample1237_color,train,115,7,mince,kiyma,70
signer7_sample1238_color,train,223,7,egg,yumurta,59
signer7_sample1239_color,train,222,7,tired,yorgun,46
signer7_sample1240_color,train,43,7,soup,corba,60
signer7_sample1241_color,train,75,7,shirt,gomlek,62
signer7_sample1242_color,train,53,7,full,dolu,62
signer7_sample1243_color,train,80,7,right,hakli,46
signer7_sample1244_color,train,161,7,picnic,piknik,54
signer7_sample1245_color,train,212,7,tomorrow,yarin,51
signer7_sample1246_color,train,119,7,coal,komur,68
signer7_sample1247_color,train,148,7,they,onlar,53
signer7_sample1248_color,train,142,7,wood,odun,58
signer7_sample1249_color,train,132,7,stairs,merdiven,58
signer7_sample1250_color,train,89,7,gift,hediye,49
signer7_sample1251_color,train,19,7,same,ayni,56
signer7_sample1252_color,train,137,7,why,neden,50
signer7_sample1253_color,train,145,7,olympiad,olimpiyat,58
signer7_sample1254_color,train,126,7,scissors,makas,57
signer7_sample1255_color,train,188,7,date,tarih,50
signer7_sample1256_color,train,38,7,tea,cay,59
signer7_sample1257_color,train,77,7,show,gostermek,71
signer7_sample1258_color,train,98,7,light,isik,61
signer7_sample1259_color,train,173,7,hi,selam,65
signer7_sample1260_color,train,3,7,enjoy_your_meal,afiyet_olsun,58
signer7_sample1261_color,train,223,7,egg,yumurta,57
signer7_sample1262_color,train,84,7,fault,hata,57
signer7_sample1263_color,train,189,7,holiday,tatil,53
signer7_sample1264_color,train,29,7,wait,beklemek,70
signer7_sample1265_color,train,95,7,needle,igne,71
signer7_sample1266_color,train,101,7,escape,kacmak,47
signer7_sample1267_color,train,32,7,together,beraber,54
signer7_sample1268_color,train,166,7,soap,sabun,55
signer7_sample1269_color,train,163,7,psychology,psikoloji,72
signer7_sample1270_color,train,90,7,halal,helal,56
signer7_sample1271_color,train,216,7,slow,yavas,53
signer7_sample1272_color,train,79,7,lightweight,hafif,59
signer7_sample1273_color,train,94,7,drink,icmek,48
signer7_sample1274_color,train,205,7,tax,vergi,46
signer7_sample1275_color,train,32,7,together,beraber,63
signer7_sample1276_color,train,41,7,ugly,cirkin,65
signer7_sample1277_color,train,48,7,grandfather,dede,67
signer7_sample1278_color,train,55,7,yesterday,dun,59
signer7_sample1279_color,train,168,7,tuesday,sali,45
signer7_sample1280_color,train,198,7,turkey,turkiye,59
signer7_sample1281_color,train,178,7,voice,ses,53
signer7_sample1282_color,train,111,7,who,kim,57
signer7_sample1283_color,train,221,7,road,yol,53
signer7_sample1284_color,train,90,7,halal,helal,55
signer7_sample1285_color,train,183,7,say,soylemek,56
signer7_sample1286_color,train,122,7,bad,kotu,49
signer7_sample1287_color,train,150,7,fasting,oruc,56
signer7_sample1288_color,train,146,7,nope,olmaz,52
signer7_sample1289_color,train,143,7,teacher,ogretmen,56
signer7_sample1290_color,train,155,7,pastrami,pastirma,56
signer7_sample1291_color,train,12,7,shopping,alisveris,59
signer7_sample1292_color,train,22,7,look,bakmak,64
signer7_sample1293_color,train,107,7,crossroads,kavsak,58
signer7_sample1294_color,train,18,7,mirror,ayna,56
signer7_sample1295_color,train,10,7,unwise,akilsiz,68
signer7_sample1296_color,train,59,7,glove,eldiven,60
signer7_sample1297_color,train,92,7,never,hic,46
signer7_sample1298_color,train,72,7,get_well,gecmis_olsun,62
signer7_sample1299_color,train,225,7,difficult,zor,50
signer7_sample1300_color,train,20,7,father,baba,59
signer7_sample1301_color,train,112,7,identity,kimlik,58
signer7_sample1302_color,train,100,7,good,iyi,53
signer7_sample1303_color,train,209,7,do,yapmak,49
signer7_sample1304_color,train,61,7,retired,emekli,62
signer7_sample1305_color,train,68,7,elephant,fil,62
signer7_sample1306_color,train,163,7,psychology,psikoloji,67
signer7_sample1307_color,train,83,7,hospital,hastane,74
signer7_sample1308_color,train,37,7,fork,catal,55
signer7_sample1309_color,train,62,7,male,erkek,60
signer7_sample1310_color,train,9,7,wise,akilli,70
signer7_sample1311_color,train,224,7,time,zaman,49
signer7_sample1312_color,train,1,7,hurry,acele,54
signer7_sample1313_color,train,16,7,ataturk,ataturk,70
signer7_sample1314_color,train,167,7,sauce,salca,62
signer7_sample1315_color,train,77,7,show,gostermek,64
signer7_sample1316_color,train,146,7,nope,olmaz,51
signer7_sample1317_color,train,135,7,tap,musluk,52
signer7_sample1318_color,train,49,7,change,degistirmek,64
signer7_sample1319_color,train,210,7,band-aid,yarabandi,54
signer7_sample1320_color,train,18,7,mirror,ayna,65
signer7_sample1321_color,train,12,7,shopping,alisveris,65
signer7_sample1322_color,train,12,7,shopping,alisveris,64
signer7_sample1323_color,train,151,7,apologize,ozur_dilemek,47
signer7_sample1324_color,train,17,7,shoe,ayakkabi,61
signer7_sample1325_color,train,159,7,window,pencere,90
signer7_sample1326_color,train,21,7,garden,bahce,64
signer7_sample1327_color,train,88,7,animal,hayvan,64
signer7_sample1328_color,train,60,7,labor,emek,72
signer7_sample1329_color,train,177,7,free,serbest,46
signer7_sample1330_color,train,146,7,nope,olmaz,53
signer7_sample1331_color,train,144,7,school,okul,57
signer7_sample1332_color,train,158,7,monday,pazartesi,52
signer7_sample1333_color,train,22,7,look,bakmak,61
signer7_sample1334_color,train,88,7,animal,hayvan,63
signer7_sample1335_color,train,183,7,say,soylemek,55
signer7_sample1336_color,train,191,7,ceiling,tavan,63
signer7_sample1337_color,train,69,7,photograph,fotograf,59
signer7_sample1338_color,train,12,7,shopping,alisveris,56
signer7_sample1339_color,train,7,7,cry,aglamak,62
signer7_sample1340_color,train,205,7,tax,vergi,46
signer7_sample1341_color,train,37,7,fork,catal,58
signer7_sample1342_color,train,142,7,wood,odun,55
signer7_sample1343_color,train,7,7,cry,aglamak,64
signer7_sample1344_color,train,60,7,labor,emek,70
signer7_sample1345_color,train,45,7,saturday,cumartesi,59
signer7_sample1346_color,train,79,7,lightweight,hafif,46
signer7_sample1347_color,train,27,7,baby,bebek,67
signer7_sample1348_color,train,55,7,yesterday,dun,56
signer7_sample1349_color,train,169,7,champion,sampiyon,58
signer7_sample1350_color,train,180,7,evil,seytan,62
signer7_sample1351_color,train,178,7,voice,ses,55
signer7_sample1352_color,train,49,7,change,degistirmek,67
signer7_sample1353_color,train,125,7,salary,maas,51
signer7_sample1354_color,train,62,7,male,erkek,64
signer7_sample1355_color,train,99,7,push,itmek,47
signer7_sample1356_color,train,63,7,meal,et,61
signer7_sample1357_color,train,11,7,kin,akraba,55
signer7_sample1358_color,train,120,7,dog,kopek,52
signer7_sample1359_color,train,216,7,slow,yavas,60
signer7_sample1360_color,train,75,7,shirt,gomlek,63
signer7_sample1361_color,train,19,7,same,ayni,60
signer7_sample1362_color,train,225,7,difficult,zor,59
signer7_sample1363_color,train,116,7,female,kiz,51
signer7_sample1364_color,train,33,7,inform,bilgi_vermek,76
signer7_sample1365_color,train,137,7,why,neden,46
signer7_sample1366_color,train,220,7,absent,yok,58
signer7_sample1367_color,train,108,7,accident,kaza,53
signer7_sample1368_color,train,35,7,work,calismak,63
signer7_sample1369_color,train,114,7,book,kitap,48
signer7_sample1370_color,train,28,7,single,bekar,60
signer7_sample1371_color,train,135,7,tap,musluk,51
signer7_sample1372_color,train,10,7,unwise,akilsiz,66
signer7_sample1373_color,train,112,7,identity,kimlik,60
signer7_sample1374_color,train,28,7,single,bekar,67
signer7_sample1375_color,train,204,7,existing,var,62
signer7_sample1376_color,train,117,7,smell,koku,52
signer7_sample1377_color,train,57,7,wall,duvar,59
signer7_sample1378_color,train,107,7,crossroads,kavsak,59
signer7_sample1379_color,train,146,7,nope,olmaz,53
signer7_sample1380_color,train,188,7,date,tarih,62
signer7_sample1381_color,train,125,7,salary,maas,45
signer7_sample1382_color,train,14,7,mother,anne,69
signer7_sample1383_color,train,151,7,apologize,ozur_dilemek,58
signer7_sample1384_color,train,116,7,female,kiz,56
signer7_sample1385_color,train,157,7,sunday,pazar,54
signer7_sample1386_color,train,120,7,dog,kopek,58
signer7_sample1387_color,train,9,7,wise,akilli,70
signer7_sample1388_color,train,54,7,wedding,dugun,60
signer7_sample1389_color,train,105,7,door,kapi,47
signer7_sample1390_color,train,98,7,light,isik,63
signer7_sample1391_color,train,25,7,flag,bayrak,64
signer7_sample1392_color,train,178,7,voice,ses,53
signer7_sample1393_color,train,54,7,wedding,dugun,53
signer7_sample1394_color,train,195,7,tailor,terzi,55
signer7_sample1395_color,train,96,7,medicine,ilac,43
signer7_sample1396_color,train,122,7,bad,kotu,41
signer7_sample1397_color,train,121,7,bridge,kopru,55
signer7_sample1398_color,train,198,7,turkey,turkiye,63
signer7_sample1399_color,train,19,7,same,ayni,54
signer7_sample1400_color,train,213,7,forbidden,yasak,50
signer7_sample1401_color,train,215,7,bed,yatak,73
signer7_sample1402_color,train,30,7,I,ben,52
signer7_sample1403_color,train,82,7,ill,hasta,61
signer7_sample1404_color,train,58,7,pharmacy,eczane,67
signer7_sample1405_color,train,40,7,hammer,cekic,65
signer7_sample1406_color,train,211,7,help,yardim,56
signer7_sample1407_color,train,97,7,not_interested,ilgilenmemek,53
signer7_sample1408_color,train,15,7,friend,arkadas,59
signer7_sample1409_color,train,31,7,petrol,benzin,61
signer7_sample1410_color,train,13,7,key,anahtar,59
signer7_sample1411_color,train,196,7,thanks,tesekkur,60
signer7_sample1412_color,train,222,7,tired,yorgun,51
signer7_sample1413_color,train,162,7,police,polis,51
signer7_sample1414_color,train,116,7,female,kiz,51
signer7_sample1415_color,train,9,7,wise,akilli,65
signer7_sample1416_color,train,185,7,milk,sut,40
signer7_sample1417_color,train,73,7,bring,getirmek,59
signer7_sample1418_color,train,90,7,halal,helal,57
signer7_sample1419_color,train,140,7,oven,ocak,57
signer7_sample1420_color,train,86,7,no,hayir,54
signer7_sample1421_color,train,208,7,wrong,yanlis,58
signer7_sample1422_color,train,4,7,brother,agabey,69
signer7_sample1423_color,train,29,7,wait,beklemek,64
signer7_sample1424_color,train,130,7,be_pleased,memnun_olmak,60
signer7_sample1425_color,train,41,7,ugly,cirkin,58
signer7_sample1426_color,train,84,7,fault,hata,53
signer7_sample1427_color,train,8,7,family,aile,56
signer7_sample1428_color,train,25,7,flag,bayrak,75
signer7_sample1429_color,train,155,7,pastrami,pastirma,52
signer7_sample1430_color,train,156,7,potato,patates,63
signer7_sample1431_color,train,215,7,bed,yatak,60
signer7_sample1432_color,train,189,7,holiday,tatil,54
signer7_sample1433_color,train,136,7,how,nasil,51
signer7_sample1434_color,train,123,7,lap,kucak,55
signer7_sample1435_color,train,176,7,bill,senet,62
signer7_sample1436_color,train,129,7,angel,melek,53
signer7_sample1437_color,train,31,7,petrol,benzin,64
signer7_sample1438_color,train,35,7,work,calismak,72
signer7_sample1439_color,train,119,7,coal,komur,65
signer7_sample1440_color,train,105,7,door,kapi,59
signer7_sample1441_color,train,99,7,push,itmek,59
signer7_sample1442_color,train,36,7,wednesday,carsamba,71
signer7_sample1443_color,train,33,7,inform,bilgi_vermek,84
signer7_sample1444_color,train,11,7,kin,akraba,61
signer7_sample1445_color,train,176,7,bill,senet,57
signer7_sample1446_color,train,154,7,money,para,46
signer7_sample1447_color,train,130,7,be_pleased,memnun_olmak,67
signer7_sample1448_color,train,76,7,see,gormek,64
signer7_sample1449_color,train,218,7,cook,yemek_pisirmek,76
signer7_sample1450_color,train,182,7,you,siz,55
signer7_sample1451_color,train,206,7,near,yakin,61
signer7_sample1452_color,train,90,7,halal,helal,49
signer7_sample1453_color,train,210,7,band-aid,yarabandi,55
signer7_sample1454_color,train,77,7,show,gostermek,59
signer7_sample1455_color,train,173,7,hi,selam,53
signer7_sample1456_color,train,104,7,radiator,kalorifer,53
signer7_sample1457_color,train,3,7,enjoy_your_meal,afiyet_olsun,56
signer7_sample1458_color,train,201,7,flour,un,72
signer7_sample1459_color,train,81,7,carpet,hali,48
signer7_sample1460_color,train,140,7,oven,ocak,55
signer7_sample1461_color,train,101,7,escape,kacmak,46
signer7_sample1462_color,train,10,7,unwise,akilsiz,71
signer7_sample1463_color,train,40,7,hammer,cekic,63
signer7_sample1464_color,train,161,7,picnic,piknik,58
signer7_sample1465_color,train,174,7,umbrella,semsiye,61
signer7_sample1466_color,train,75,7,shirt,gomlek,58
signer7_sample1467_color,train,111,7,who,kim,61
signer7_sample1468_color,train,92,7,never,hic,57
signer7_sample1469_color,train,103,7,pencil,kalem,60
signer7_sample1470_color,train,13,7,key,anahtar,58
signer7_sample1471_color,train,62,7,male,erkek,55
signer7_sample1472_color,train,116,7,female,kiz,47
signer7_sample1473_color,train,2,7,hungry,acikmak,63
signer7_sample1474_color,train,132,7,stairs,merdiven,61
signer7_sample1475_color,train,81,7,carpet,hali,51
signer7_sample1476_color,train,118,7,cologne,kolonya,84
signer7_sample1477_color,train,4,7,brother,agabey,75
signer7_sample1478_color,train,201,7,flour,un,73
signer7_sample1479_color,train,215,7,bed,yatak,72
signer7_sample1480_color,train,64,7,house,ev,57
signer7_sample1481_color,train,23,7,honey,bal,62
signer7_sample1482_color,train,168,7,tuesday,sali,47
signer7_sample1483_color,train,161,7,picnic,piknik,62
signer7_sample1484_color,train,196,7,thanks,tesekkur,62
signer7_sample1485_color,train,96,7,medicine,ilac,39
signer7_sample1486_color,train,79,7,lightweight,hafif,46
signer7_sample1487_color,train,177,7,free,serbest,47
signer7_sample1488_color,train,72,7,get_well,gecmis_olsun,79
signer7_sample1489_color,train,195,7,tailor,terzi,59
signer7_sample1490_color,train,34,7,we,biz,59
signer7_sample1491_color,train,104,7,radiator,kalorifer,57
signer7_sample1492_color,train,100,7,good,iyi,46
signer7_sample1493_color,train,182,7,you,siz,59
signer7_sample1494_color,train,140,7,oven,ocak,56
signer7_sample1495_color,train,69,7,photograph,fotograf,65
signer7_sample1496_color,train,6,7,heavy,agir,56
signer7_sample1497_color,train,30,7,I,ben,57
signer7_sample1498_color,train,3,7,enjoy_your_meal,afiyet_olsun,58
signer7_sample1499_color,train,219,7,star,yildiz,53
signer7_sample1500_color,train,219,7,star,yildiz,57
signer7_sample1501_color,train,216,7,slow,yavas,51
signer7_sample1502_color,train,65,7,yes,evet,65
signer7_sample1503_color,train,168,7,tuesday,sali,45
signer7_sample1504_color,train,126,7,scissors,makas,52
signer7_sample1505_color,train,215,7,bed,yatak,71
signer7_sample1506_color,train,34,7,we,biz,57
signer7_sample1507_color,train,124,7,stain,leke,58
signer7_sample1508_color,train,118,7,cologne,kolonya,79
signer7_sample1509_color,train,5,7,tree,agac,59
signer7_sample1510_color,train,3,7,enjoy_your_meal,afiyet_olsun,68
signer7_sample1511_color,train,126,7,scissors,makas,54
signer7_sample1512_color,train,201,7,flour,un,76
signer7_sample1513_color,train,85,7,towel,havlu,60
signer7_sample1514_color,train,168,7,tuesday,sali,46
signer7_sample1515_color,train,192,7,danger,tehlike,42
signer7_sample1516_color,train,200,7,toilet,tuvalet,54
signer7_sample1517_color,train,184,7,promise,soz,56
signer7_sample1518_color,train,219,7,star,yildiz,58
signer7_sample1519_color,train,176,7,bill,senet,60
signer7_sample1520_color,train,90,7,halal,helal,55
signer7_sample1521_color,train,27,7,baby,bebek,70
signer7_sample1522_color,train,192,7,danger,tehlike,49
signer7_sample1523_color,train,4,7,brother,agabey,72
signer7_sample1524_color,train,164,7,request,rica_etmek,70
signer7_sample1525_color,train,156,7,potato,patates,66
signer7_sample1526_color,train,62,7,male,erkek,60
signer7_sample1527_color,train,12,7,shopping,alisveris,63
signer7_sample1528_color,train,145,7,olympiad,olimpiyat,55
signer7_sample1529_color,train,151,7,apologize,ozur_dilemek,58
signer7_sample1530_color,train,102,7,breakfast,kahvalti,66
signer7_sample1531_color,train,21,7,garden,bahce,65
signer7_sample1532_color,train,2,7,hungry,acikmak,62
signer7_sample1533_color,train,85,7,towel,havlu,57
signer7_sample1534_color,train,48,7,grandfather,dede,70
signer7_sample1535_color,train,184,7,promise,soz,56
signer7_sample1536_color,train,153,7,trousers,pantolon,44
signer7_sample1537_color,train,176,7,bill,senet,59
signer7_sample1538_color,train,223,7,egg,yumurta,59
signer7_sample1539_color,train,123,7,lap,kucak,57
signer7_sample1540_color,train,187,7,comb,tarak,55
signer7_sample1541_color,train,85,7,towel,havlu,65
signer7_sample1542_color,train,66,7,married,evli,54
signer7_sample1543_color,train,10,7,unwise,akilsiz,61
signer7_sample1544_color,train,119,7,coal,komur,67
signer7_sample1545_color,train,134,7,manager,mudur,72
signer7_sample1546_color,train,222,7,tired,yorgun,51
signer7_sample1547_color,train,133,7,guest,misafir,56
signer7_sample1548_color,train,178,7,voice,ses,53
signer7_sample1549_color,train,10,7,unwise,akilsiz,63
signer7_sample1550_color,train,49,7,change,degistirmek,61
signer7_sample1551_color,train,123,7,lap,kucak,57
signer7_sample1552_color,train,192,7,danger,tehlike,50
signer7_sample1553_color,train,197,7,screwdriver,tornavida,61
signer7_sample1554_color,train,205,7,tax,vergi,49
signer7_sample1555_color,train,24,7,glass,bardak,52
signer7_sample1556_color,train,168,7,tuesday,sali,47
signer7_sample1557_color,train,23,7,honey,bal,67
signer7_sample1558_color,train,47,7,minute,dakika,53
signer7_sample1559_color,train,202,7,far,uzak,55
signer7_sample1560_color,train,171,7,war,savas,59
signer7_sample1561_color,train,144,7,school,okul,53
signer7_sample1562_color,train,183,7,say,soylemek,60
signer7_sample1563_color,train,46,7,wallet,cuzdan,63
signer7_sample1564_color,train,160,7,thursday,persembe,61
signer7_sample1565_color,train,53,7,full,dolu,63
signer7_sample1566_color,train,165,7,hour,saat,70
signer7_sample1567_color,train,45,7,saturday,cumartesi,59
signer7_sample1568_color,train,182,7,you,siz,52
signer7_sample1569_color,train,107,7,crossroads,kavsak,54
signer7_sample1570_color,train,25,7,flag,bayrak,64
signer7_sample1571_color,train,224,7,time,zaman,54
signer7_sample1572_color,train,187,7,comb,tarak,61
signer7_sample1573_color,train,170,7,hat,sapka,62
signer7_sample1574_color,train,176,7,bill,senet,59
signer7_sample1575_color,train,21,7,garden,bahce,64
signer7_sample1576_color,train,163,7,psychology,psikoloji,65
signer7_sample1577_color,train,18,7,mirror,ayna,59
signer7_sample1578_color,train,126,7,scissors,makas,57
signer7_sample1579_color,train,119,7,coal,komur,64
signer7_sample1580_color,train,83,7,hospital,hastane,63
signer7_sample1581_color,train,38,7,tea,cay,62
signer7_sample1582_color,train,139,7,grandmother,nine,57
signer7_sample1583_color,train,196,7,thanks,tesekkur,53
signer7_sample1584_color,train,74,7,lake,gol,80
signer7_sample1585_color,train,34,7,we,biz,61
signer7_sample1586_color,train,75,7,shirt,gomlek,64
signer7_sample1587_color,train,171,7,war,savas,61
signer7_sample1588_color,train,180,7,evil,seytan,67
signer7_sample1589_color,train,21,7,garden,bahce,65
signer7_sample1590_color,train,127,7,tongs,masa,49
signer7_sample1591_color,train,216,7,slow,yavas,51
signer7_sample1592_color,train,89,7,gift,hediye,49
signer7_sample1593_color,train,67,7,memorize,ezberlemek,64
signer7_sample1594_color,train,154,7,money,para,52
signer7_sample1595_color,train,167,7,sauce,salca,71
signer7_sample1596_color,train,21,7,garden,bahce,67
signer7_sample1597_color,train,189,7,holiday,tatil,53
signer7_sample1598_color,train,88,7,animal,hayvan,65
signer7_sample1599_color,train,220,7,absent,yok,62
signer7_sample1600_color,train,93,7,goodbye,hoscakal,58
signer7_sample1601_color,train,9,7,wise,akilli,65
signer7_sample1602_color,train,171,7,war,savas,62
signer7_sample1603_color,train,211,7,help,yardim,55
signer7_sample1604_color,train,42,7,child,cocuk,59
signer7_sample1605_color,train,88,7,animal,hayvan,60
signer7_sample1606_color,train,115,7,mince,kiyma,69
signer7_sample1607_color,train,62,7,male,erkek,69
signer7_sample1608_color,train,103,7,pencil,kalem,57
signer7_sample1609_color,train,155,7,pastrami,pastirma,62
signer7_sample1610_color,train,127,7,tongs,masa,51
signer7_sample1611_color,train,131,7,napkin,mendil,56
signer7_sample1612_color,train,24,7,glass,bardak,53
signer7_sample1613_color,train,77,7,show,gostermek,63
signer7_sample1614_color,train,169,7,champion,sampiyon,54
signer7_sample1615_color,train,159,7,window,pencere,78
signer7_sample1616_color,train,106,7,sibling,kardes,58
signer7_sample1617_color,train,102,7,breakfast,kahvalti,65
signer7_sample1618_color,train,211,7,help,yardim,57
signer7_sample1619_color,train,158,7,monday,pazartesi,39
signer7_sample1620_color,train,38,7,tea,cay,64
signer7_sample1621_color,train,24,7,glass,bardak,52
signer7_sample1622_color,train,46,7,wallet,cuzdan,58
signer7_sample1623_color,train,59,7,glove,eldiven,53
signer7_sample1624_color,train,182,7,you,siz,56
signer7_sample1625_color,train,20,7,father,baba,54
signer7_sample1626_color,train,145,7,olympiad,olimpiyat,55
signer7_sample1627_color,train,41,7,ugly,cirkin,77
signer7_sample1628_color,train,45,7,saturday,cumartesi,50
signer7_sample1629_color,train,174,7,umbrella,semsiye,61
signer7_sample1630_color,train,50,7,topple,devirmek,61
signer7_sample1631_color,train,98,7,light,isik,63
signer7_sample1632_color,train,7,7,cry,aglamak,62
signer7_sample1633_color,train,224,7,time,zaman,53
signer7_sample1634_color,train,117,7,smell,koku,48
signer7_sample1635_color,train,142,7,wood,odun,56
signer7_sample1636_color,train,114,7,book,kitap,56
signer7_sample1637_color,train,212,7,tomorrow,yarin,55
signer7_sample1638_color,train,148,7,they,onlar,50
signer7_sample1639_color,train,44,7,friday,cuma,65
signer7_sample1640_color,train,38,7,tea,cay,62
signer7_sample1641_color,train,111,7,who,kim,61
signer7_sample1642_color,train,154,7,money,para,54
signer7_sample1643_color,train,208,7,wrong,yanlis,58
signer7_sample1644_color,train,72,7,get_well,gecmis_olsun,58
signer7_sample1645_color,train,220,7,absent,yok,64
signer7_sample1646_color,train,42,7,child,cocuk,56
signer7_sample1647_color,train,149,7,forest,orman,61
signer7_sample1648_color,train,174,7,umbrella,semsiye,58
signer7_sample1649_color,train,168,7,tuesday,sali,59
signer7_sample1650_color,train,9,7,wise,akilli,68
signer7_sample1651_color,train,56,7,enemy,dusman,66
signer7_sample1652_color,train,203,7,sad,uzgun,55
signer7_sample1653_color,train,210,7,band-aid,yarabandi,53
signer7_sample1654_color,train,197,7,screwdriver,tornavida,59
signer7_sample1655_color,train,14,7,mother,anne,63
signer7_sample1656_color,train,15,7,friend,arkadas,57
signer7_sample1657_color,train,33,7,inform,bilgi_vermek,74
signer7_sample1658_color,train,140,7,oven,ocak,60
signer7_sample1659_color,train,134,7,manager,mudur,58
signer7_sample1660_color,train,185,7,milk,sut,39
signer7_sample1661_color,train,181,7,border,sinir,55
signer7_sample1662_color,train,70,7,football,futbol,50
signer7_sample1663_color,train,144,7,school,okul,53
signer7_sample1664_color,train,87,7,congratulations,hayirli_olsun,53
signer7_sample1665_color,train,81,7,carpet,hali,55
signer7_sample1666_color,train,1,7,hurry,acele,53
signer7_sample1667_color,train,57,7,wall,duvar,60
signer7_sample1668_color,train,41,7,ugly,cirkin,71
signer7_sample1669_color,train,103,7,pencil,kalem,47
signer7_sample1670_color,train,177,7,free,serbest,48
signer7_sample1671_color,train,121,7,bridge,kopru,58
signer7_sample1672_color,train,64,7,house,ev,59
signer7_sample1673_color,train,21,7,garden,bahce,64
signer7_sample1674_color,train,68,7,elephant,fil,63
signer7_sample1675_color,train,70,7,football,futbol,54
signer7_sample1676_color,train,74,7,lake,gol,77
signer7_sample1677_color,train,196,7,thanks,tesekkur,61
signer7_sample1678_color,train,31,7,petrol,benzin,68
signer7_sample1679_color,train,63,7,meal,et,51
signer7_sample1680_color,train,91,7,always,hep,51
signer7_sample1681_color,train,86,7,no,hayir,53
signer7_sample1682_color,train,144,7,school,okul,53
signer7_sample1683_color,train,196,7,thanks,tesekkur,58
signer7_sample1684_color,train,39,7,teapot,caydanlik,62
signer7_sample1685_color,train,188,7,date,tarih,63
signer7_sample1686_color,train,0,7,sister,abla,73
signer7_sample1687_color,train,206,7,near,yakin,58
signer7_sample1688_color,train,51,7,government,devlet,60
signer7_sample1689_color,train,221,7,road,yol,58
signer7_sample1690_color,train,132,7,stairs,merdiven,54
signer7_sample1691_color,train,56,7,enemy,dusman,67
signer7_sample1692_color,train,130,7,be_pleased,memnun_olmak,59
signer7_sample1693_color,train,48,7,grandfather,dede,68
signer7_sample1694_color,train,68,7,elephant,fil,61
signer7_sample1695_color,train,167,7,sauce,salca,68
signer7_sample1696_color,train,92,7,never,hic,51
signer7_sample1697_color,train,20,7,father,baba,62
signer7_sample1698_color,train,141,7,room,oda,69
signer7_sample1699_color,train,2,7,hungry,acikmak,70
signer7_sample1700_color,train,72,7,get_well,gecmis_olsun,67
signer7_sample1701_color,train,94,7,drink,icmek,49
signer7_sample1702_color,train,64,7,house,ev,61
signer7_sample1703_color,train,63,7,meal,et,55
signer7_sample1704_color,train,115,7,mince,kiyma,70
signer7_sample1705_color,train,56,7,enemy,dusman,65
signer7_sample1706_color,train,222,7,tired,yorgun,47
signer7_sample1707_color,train,80,7,right,hakli,44
signer7_sample1708_color,train,182,7,you,siz,53
signer7_sample1709_color,train,118,7,cologne,kolonya,75
signer7_sample1710_color,train,150,7,fasting,oruc,56
signer7_sample1711_color,train,19,7,same,ayni,63
signer7_sample1712_color,train,10,7,unwise,akilsiz,61
signer7_sample1713_color,train,170,7,hat,sapka,64
signer7_sample1714_color,train,40,7,hammer,cekic,59
signer7_sample1715_color,train,212,7,tomorrow,yarin,54
signer7_sample1716_color,train,137,7,why,neden,47
signer7_sample1717_color,train,83,7,hospital,hastane,67
